date,geo,hashtags,id,text,type,username
2016-10-11 16:39:51+00:00,,,785882618852147201,The PIOH for the SR 138/I-20 is going on now until 8 p.m.pic.twitter.com/UVsI1GJOll – at American Legion Post 77,official,GDOTATL
2016-10-10 19:10:23+00:00,,,785558112682053632,We appreciate all the hard work our crews have done the last few days. They were incredibly dedicated to getting you home safe! PC: J.Coferpic.twitter.com/YunOqjiyNO,official,GDOTATL
2016-10-09 17:30:22+00:00,,,785170555456647168,Need info on re-entry? Check here! Also follow our partners. @511Georgia @GeorgiaEMApic.twitter.com/ycEJuAsgOd,official,GDOTATL
2016-10-09 15:45:11+00:00,,,785144083685793792,Do you need some updates? You can find ALL of them right here. http://ow.ly/hO7p30500Op pic.twitter.com/lwFcSJV9Yp,official,GDOTATL
2016-10-09 14:00:20+00:00,,,785117697583427585,Did you know that the @511Georgia website and app can give you details on road closures?,official,GDOTATL
2016-10-09 02:30:11+00:00,,,784944015879835648,"We are ready to be out there tomorrow morning to get the roads clear so you can get home. We are putting in a lot of hard work for you, GA!pic.twitter.com/3zOoTdNkZN",official,GDOTATL
2016-10-09 02:00:16+00:00,,,784936486521171968,"The roads are definitely not clear but if anybody can do it, its our crews and partners. @GeorgiaPower @ga_dps @GeorgiaEMApic.twitter.com/BfeJzIFw5Z",official,GDOTATL
2016-10-08 23:10:07+00:00,,,784893664980037632,"From dawn to dusk, we are still hard at work inspecting bridges. Please follow us here for updates. pic.twitter.com/T9WP8cTUtu",official,GDOTATL
2016-10-08 21:15:10+00:00,,,784864739881025536,"For the most up to date information on re-entry, check here! http://ow.ly/56aN304ZfW7 http://ow.ly/XpVV304ZfFJ",official,GDOTATL
2016-10-08 20:30:18+00:00,,,784853447371792384,We need you to have patience in clearing the roads. We want you to go home but we want you to arrive unharmed. We will update you ASAP.pic.twitter.com/4wJIVzyTOM,official,GDOTATL
2016-10-08 19:15:09+00:00,,,784834535670353920,"For the most up to date information on re-entry, check here! http://ow.ly/XpVV304ZfFJ",official,GDOTATL
2016-10-08 19:04:10+00:00,,,784831771439468544,Please WAIT to re-enter the coastal areas. We need to be able to get to our sites along with emergency personnel.pic.twitter.com/Ooex0BHCUz,official,GDOTATL
2016-10-08 01:30:12+00:00,,,784566531451748356,"100s of GDOT employees are here for you either on the roads or at offices. No matter the hour, send us a question and we will get to you.pic.twitter.com/zsbWhZ60B9",official,GDOTATL
2016-10-08 01:05:07+00:00,,,784560218457960448,We will let you know immediately when roads are open after storm damages are accessed. @GeorgiaEMApic.twitter.com/Y9aY3P4XcI,official,GDOTATL
2016-10-08 00:45:08+00:00,,#HurricaneMatthewpic,784555189672050688,You may drive a large truck or SUV but it only takes a few inches to carry it away. Do not underestimate flood waters. #HurricaneMatthewpic.twitter.com/rSkNFi1M18,official,GDOTATL
2016-10-08 00:30:12+00:00,,,784551434624925697,Hurricanes can produce deadly flooding hundreds of miles inland. Prepare: http://ow.ly/Ndcg304Yu28 pic.twitter.com/FfcY8BHvUm,official,GDOTATL
2016-10-08 00:00:22+00:00,,,784543923842781184,"If you must drive, don't pass barricades and do not move through rising water. Your car may get stuck or be swept away.pic.twitter.com/TMxl3Vx8mT",official,GDOTATL
2016-10-07 23:50:08+00:00,,,784541349005627392,Need to report an outage? Do so here with our friends at @GeorgiaPower Georgia Power http://ow.ly/Emly304YuPB,official,GDOTATL
2016-10-07 23:30:11+00:00,,,784536329338183680,High winds will be prevalent tonight at above 70 mph with Flash Flood Watches and Warnings affecting multiple counties.,official,GDOTATL
2016-10-07 23:07:03+00:00,,,784530505568030720,"With the heavy rain coming in, you need these facts. Don’t pass a barricade and be careful of raised waters.pic.twitter.com/4o3bcF6C0m",official,GDOTATL
2016-10-07 17:40:09+00:00,,,784448240339062784,Beginning at 12:30 today contraflow will be disengaged. I-16 eastbound at US 301/Exit 116 to Savannah will remain closed.pic.twitter.com/sppy6qHgtX,official,GDOTATL
2016-10-07 12:32:47+00:00,,#Matthew,784370890129694720,GDOT officials and its partners continue to monitor the situation as #Matthew continues its trek along the coast. @GeorgiaEMA @ga_dpspic.twitter.com/CP1uWmFU7U,official,GDOTATL
2016-10-07 11:34:19+00:00,,,784356173852139520,Contraflow info on I-16...pic.twitter.com/za9uMRecaj,official,GDOTATL
2016-10-07 11:13:20+00:00,,,784350894360059904,In your planning process - need assistance with the exit numbers throughout the state of GA... get them all here http://www.dot.ga.gov/DS/Travel/ExitNumbers …,official,GDOTATL
2016-10-07 10:40:07+00:00,,,784342537586761728,Information is forever changing in a dynamic storm like this! Make sure you have Ready Georgia and Georgia 511 on your phone!pic.twitter.com/fOIl0eluG8,official,GDOTATL
2016-10-07 10:20:10+00:00,,,784337514337214464,Important links to keep handy and share.pic.twitter.com/GKFQ1zBjvs,official,GDOTATL
2016-10-07 10:00:28+00:00,,,784332555961065472,For up to date traffic info be sure to visit http://www.511ga.org . Be sure to download the 511 app,official,GDOTATL
2016-10-07 03:45:07+00:00,,#HurricaneMatthewpic,784238098146271232,Have a question for us and it's late? Don't worry! We will be here to answer any and all questions you may have. #HurricaneMatthewpic.twitter.com/z79Wlh9woG,official,GDOTATL
2016-10-07 03:42:29+00:00,,,784237435177885696,Important links you should be aware of. Please RT!pic.twitter.com/q9RP1nUsjS,official,GDOTATL
2016-10-07 02:55:06+00:00,,#HurricaneMatthewpic,784225511677583360,This is going to be quite the storm. Make sure you are prepared. Charge your phones and your battery packs. #HurricaneMatthewpic.twitter.com/qridUCtN8c,official,GDOTATL
2016-10-07 02:45:09+00:00,,#ReadyGeorgia #511Georgia,784223006960869383,Keep your phones and extra batteries charged and ready to go! You will need them to access #ReadyGeorgia and #511Georgia apps.pic.twitter.com/EnpXjVDTMO,official,GDOTATL
2016-10-07 02:25:05+00:00,,#HurricaneMatthew #HurricaneMatthew,784217955429122048,"You need this app on your phone, especially during #HurricaneMatthew Get tools you can use today! #HurricaneMatthew http://ready.ga.gov/ pic.twitter.com/6rYcr19isu",official,GDOTATL
2016-10-07 00:40:08+00:00,,#HurricaneMatthew,784191544978997248,"For information on #HurricaneMatthew, go to http://gpbnews.org to get updates on school closings, shelters.",official,GDOTATL
2016-10-07 00:39:24+00:00,,#Matthewpic,784191361876656128,The exit ramp from I-16 WB to I-75 NB has been converted to two lanes to accommodate evacuating traffic. #Matthewpic.twitter.com/FRjc0IDEz9,official,GDOTATL
2016-10-07 00:10:08+00:00,,,784183995118522369,Need info about shelters? Go to http://Redcross.org or tweet us! We will work hard to get you the info you need. @RedCross,official,GDOTATL
2016-10-06 22:55:06+00:00,,,784165113225936896,Need your local county emergency information? Check down below for it! http://ow.ly/d/5mXQ,official,GDOTATL
2016-10-06 22:30:13+00:00,,#HurricaneMatthewpic,784158848609312768,"Storm Surges could be a potential threat this storm! Make sure to keep up to date with the radio, TV, and online. #HurricaneMatthewpic.twitter.com/K8rBxl232W",official,GDOTATL
2016-10-06 22:25:06+00:00,,#Matthewpic,784157561557778432,Our crews are out there with and for you! Over 500 GDOT employees are working around the clock to make sure your roads are safe! #Matthewpic.twitter.com/chdCrLMhxB,official,GDOTATL
2016-10-06 22:20:06+00:00,,,784156304671735808,Information is forever changing in a dynamic storm like this! Make sure you have Ready Georgia and Georgia 511 on your phone!pic.twitter.com/OWRym6qJHM,official,GDOTATL
2016-10-06 22:20:05+00:00,,#ReadyKit,784156300871622656,"Planning your #ReadyKit? What do you think you need in it? Water, First Aid Kits, food, and much more http://ow.ly/mXqb304W6mH @GeorgiaEMA",official,GDOTATL
2016-10-06 18:37:49+00:00,,#HurricaneMatthewpic,784100365302136836,All construction related lane closures on I-75 from Florida to Barrett PWKY will be paused until Saturday at 5AM. #HurricaneMatthewpic.twitter.com/CeuWrF76Nh,official,GDOTATL
2016-10-06 15:22:10+00:00,,#HurricaneMatthew,784051129646710784,"If you are in the mandatory evacuation zone, move to safety immediately. Have any questions? Tweet or DM us! #HurricaneMatthew",official,GDOTATL
2016-10-06 14:14:22+00:00,,#HurricaneMatthew,784034065942970369,We are ready to deal with traffic control as #HurricaneMatthew approaches. Keep an eye out for our HEROS & @ga_dpspic.twitter.com/V61EMh9xlm,official,GDOTATL
2016-10-06 00:31:03+00:00,,,783826871276433408,The Governor encourages voluntary evacuation of all coastal counties and low lying areas. Encouraged evacuation routes are listed below.pic.twitter.com/uj0mQb8ad2,official,GDOTATL
2016-10-05 23:22:55+00:00,,,783809725884461064,"Deal expands state of emergency, encourages voluntary evacuation for six coastal counties http://ow.ly/54Cg304TQhd",official,GDOTATL
2016-10-05 18:56:05+00:00,,,783742575824044032,Great info to know...https://twitter.com/CBSNews/status/783742039577993216 …,official,GDOTATL
2016-10-05 18:46:45+00:00,,#DriveAlert #ArriveAliveGA,783740226904653824,Always good to remember. #DriveAlert #ArriveAliveGA https://www.youtube.com/watch?v=LkC-Iv7Qk3o …,official,GDOTATL
2016-10-13 23:59:20+00:00,,,786717991375372288,"Construction; I-26 EB: btwn 1 mi W of Exit125 & 1 mi E of Exit125, rht ln clsd, Began: 7:53PM, Sch end: 10/14 6AM.| 7:59P",official,SCDOTMidlands
2016-10-13 23:34:18+00:00,,,786711691987914752,"Construction; I-77 NB: btwn Exit5 & Exit6A, rht ln clsd, Began: 7:22PM, Sch end: 10/14 6AM.| 7:34P",official,SCDOTMidlands
2016-10-13 23:29:17+00:00,,,786710429716385792,"CLEARED: Accident; I-77 SB, at Exit22.| 7:29P",official,SCDOTMidlands
2016-10-13 23:11:46+00:00,,,786706020118724610,"Update: Accident; I-20 WB: at Exit64A, no lns clsd, Ocrd: 6:36PM.| 7:11P",official,SCDOTMidlands
2016-10-13 23:01:45+00:00,,,786703499115528192,"CLEARED: Rd maint ops; I-77 SB, btwn 1 mi N of Exit19 & Exit19.| 7:01P",official,SCDOTMidlands
2016-10-13 22:44:14+00:00,,,786699091292094464,"Accident; I-20 WB: at Exit64A, rht ln clsd, Ocrd: 6:36PM.| 6:44P",official,SCDOTMidlands
2016-10-13 22:39:13+00:00,,,786697830551416832,"Update: Accident; I-77 SB: at Exit22, lft ln clsd, Ocrd: 6:09PM.| 6:39P",official,SCDOTMidlands
2016-10-13 22:24:20+00:00,,,786694084933083136,"CLEARED: Accident; I-26 WB, at Exit106.| 6:24P",official,SCDOTMidlands
2016-10-13 22:21:50+00:00,,,786693453631684608,"Traf congestion; I-77 SB: at Exit22, no lns clsd, From: 6:09PM.| 6:21P",official,SCDOTMidlands
2016-10-13 22:04:17+00:00,,,786689039692861440,"Accident; I-77 NB: at Exit22, all lns blkd, Ocrd: 5:55PM.| 6:04P",official,SCDOTMidlands
2016-10-13 21:14:19+00:00,,,786676464271953920,"CLEARED: Accident; I-26 EB, at Exit125.| 5:14P",official,SCDOTMidlands
2016-10-13 20:59:14+00:00,,,786672666736492544,"Update: Accident; I-26 EB: at Exit125, rht ln clsd, Ocrd: 3:48PM.| 4:59P",official,SCDOTMidlands
2016-10-13 20:54:12+00:00,,,786671402963329026,"Accident; I-26 WB: at Exit106, 2 rht lns clsd, Ocrd: 4:45PM.| 4:54P",official,SCDOTMidlands
2016-10-13 19:51:43+00:00,,,786655679079706624,"Accident; I-26 EB: at Exit125, no lns clsd, Ocrd: 3:48PM.| 3:51P",official,SCDOTMidlands
2016-10-13 18:29:17+00:00,,,786634931384545280,"CLEARED: Accident; I-26 WB, at Exit106.| 2:29P",official,SCDOTMidlands
2016-10-13 18:06:45+00:00,,,786629262786883584,"Accident; I-26 WB: at Exit106, no lns clsd, Ocrd: 2:03PM.| 2:06P",official,SCDOTMidlands
2016-10-13 17:59:14+00:00,,,786627371076030466,"CLEARED: Vehicle on fire; I-26 WB, at I126-Columbia.| 1:59P",official,SCDOTMidlands
2016-10-13 17:41:43+00:00,,,786622961109311488,"Update: Vehicle on fire; I-26 WB: at I126-Columbia, no lns clsd, Ocrd: 1:03PM.| 1:41P",official,SCDOTMidlands
2016-10-13 17:09:20+00:00,,,786614813648650240,"Update: Vehicle on fire; I-26 WB: at I126-Columbia, rht ln clsd, Ocrd: 1:03PM.| 1:09P",official,SCDOTMidlands
2016-10-13 17:06:50+00:00,,,786614182221414401,"Accident; I-26 WB: at I126-Columbia, all lns blkd, Ocrd: 1:03PM.| 1:06P",official,SCDOTMidlands
2016-10-13 14:01:47+00:00,,,786567614923436032,"Rd maint ops; I-77 SB: btwn 1 mi N of Exit19 & Exit19, rht ln clsd, Began: 10AM, Sch end: 7PM.| 10:01A",official,SCDOTMidlands
2016-10-13 12:51:45+00:00,,,786549988704870400,"CLEARED: Traf congestion; I-77 SB, btwn Exit16 & Exit12.| 8:51A",official,SCDOTMidlands
2016-10-13 11:26:50+00:00,,,786528618788884481,"Update: Traf congestion; I-77 SB: btwn Exit16 & Exit12, no lns clsd, From: 10/12/2016 7:25AM.| 7:26A",official,SCDOTMidlands
2016-10-13 11:24:19+00:00,,,786527987344736256,"Traf congestion; I-77 SB: btwn Exit16 & Exit12, no lns clsd, From: 7:22AM.| 7:24A",official,SCDOTMidlands
2016-10-13 11:01:48+00:00,,,786522317975322624,"CLEARED: Construction; SC 277 NB, at Park Lane Rd-Columbia.| 7:01A",official,SCDOTMidlands
2016-10-13 11:01:47+00:00,,,786522316498935809,"CLEARED: Construction; I-77 NB, btwn 1 mi S of Exit19 & 1 mi N of Exit19.| 7:01A",official,SCDOTMidlands
2016-10-13 10:01:53+00:00,,,786507241562247168,"CLEARED: Construction; I-20 EB, btwn 1 mi W of Exit58 & 1 mi E of Exit58.| 6:01A",official,SCDOTMidlands
2016-10-13 10:01:53+00:00,,,786507240144531456,"CLEARED: Construction; I-26 WB, btwn 1 mi E of Exit119 & 1 mi E of Exit116.| 6:01A",official,SCDOTMidlands
2016-10-13 10:01:52+00:00,,,786507238454296576,"CLEARED: Construction; I-26 WB, btwn 1 mi E of Exit125 & 2 mi W of Exit125.| 6:01A",official,SCDOTMidlands
2016-10-13 10:01:52+00:00,,,786507236935950336,"CLEARED: Construction; I-26 EB, btwn 3 mi W of Exit125 & Exit125.| 6:01A",official,SCDOTMidlands
2016-10-13 10:01:52+00:00,,,786507235040043008,"CLEARED: Construction; I-77 NB, btwn 1 mi S of Exit2 & Exit5.| 6:01A",official,SCDOTMidlands
2016-10-13 06:56:42+00:00,,,786460636595093504,"CLEARED: Accident; I-20 EB, 1 mi E of Exit82.| 2:56A",official,SCDOTMidlands
2016-10-13 05:44:18+00:00,,,786442419344699392,"Accident; I-20 EB: 1 mi E of Exit82, lft ln clsd, Ocrd: 1:40AM.| 1:44A",official,SCDOTMidlands
2016-10-13 01:51:45+00:00,,,786383895453396993,"Construction; I-26 WB: btwn 1 mi E of Exit119 & 1 mi E of Exit116, 2 rht lns clsd, Began: 7PM, Sch end: 10/13 6AM.| 9:51P",official,SCDOTMidlands
2016-10-13 01:51:45+00:00,,,786383893830201344,"Construction; I-26 WB: btwn 1 mi E of Exit125 & 2 mi W of Exit125, 2 rht lns clsd, Began: 7PM, Sch end: 10/13 6AM.| 9:51P",official,SCDOTMidlands
2016-10-13 01:51:44+00:00,,,786383892072787973,"Construction; I-26 EB: btwn 3 mi W of Exit125 & Exit125, rht ln clsd, Began: 7PM, Sch end: 10/13 6AM.| 9:51P",official,SCDOTMidlands
2016-10-13 01:46:43+00:00,,,786382626097618944,"Update: Construction; I-77 NB: btwn 1 mi S of Exit19 & 1 mi N of Exit19, rht ln clsd, Began: 9:35PM, Sch end: 10/13 7AM.| 9:46P",official,SCDOTMidlands
2016-10-13 01:44:12+00:00,,,786381994871689216,"Construction; SC 277 NB: at Park Lane Rd-Columbia, lft ln clsd, Began: 9:39PM, Sch end: 10/13 7AM.| 9:44P",official,SCDOTMidlands
2016-10-13 01:39:21+00:00,,,786380775960739840,"Construction; I-77 NB: btwn Exit19 & 1 mi N of Exit19, rht ln clsd, Began: 9:35PM, Sch end: 10/13 7AM.| 9:39P",official,SCDOTMidlands
2016-10-12 23:46:48+00:00,,,786352448092905472,"Construction; I-20 EB: btwn 1 mi W of Exit58 & 1 mi E of Exit58, rht ln clsd, Began: 7:43PM, Sch end: 10/13 6AM.| 7:46P",official,SCDOTMidlands
2016-10-12 22:06:43+00:00,,,786327265445613569,"Construction; I-77 NB: btwn 1 mi S of Exit2 & Exit5, rht ln clsd, Began: 6:03PM, Sch end: 10/13 6AM.| 6:06P",official,SCDOTMidlands
2016-10-12 21:11:48+00:00,,,786313443276128256,"CLEARED: Vehicle on fire; I-77 NB, at Exits 9A/9B-US76/378/SC262-Columbia.| 5:11P",official,SCDOTMidlands
2016-10-12 21:06:47+00:00,,,786312181302394880,"Update: Vehicle on fire; I-77 NB: at Exits 9A/9B-US76/378/SC262-Columbia, no lns clsd, Ocrd: 4:46PM.| 5:06P",official,SCDOTMidlands
2016-10-12 20:56:46+00:00,,,786309658462019584,"CLEARED: Accident; I-77 NB, at Exit15A.| 4:56P",official,SCDOTMidlands
2016-10-12 20:49:14+00:00,,,786307764305920000,"Vehicle on fire; I-77 NB: at Exits 9A/9B-US76/378/SC262-Columbia, rht ln clsd, Ocrd: 4:46PM.| 4:49P",official,SCDOTMidlands
2016-10-12 20:39:13+00:00,,,786305242430308352,"Accident; I-77 NB: at Exit15A, no lns clsd, Ocrd: 4:36PM.| 4:39P",official,SCDOTMidlands
2016-10-12 19:41:46+00:00,,,786290785801109504,"CLEARED: Accident; I-26 EB, at I126-Columbia.| 3:41P",official,SCDOTMidlands
2016-10-12 19:24:15+00:00,,,786286378275442688,"Update: Accident; I-26 EB: at I126-Columbia, no lns clsd, Ocrd: 2:49PM.| 3:24P",official,SCDOTMidlands
2016-10-12 19:01:44+00:00,,,786280709791051776,"Update: Accident; I-26 EB: at I126-Columbia, lft ln clsd, Ocrd: 2:49PM.| 3:01P",official,SCDOTMidlands
2016-10-12 18:51:42+00:00,,,786278187269550081,"Accident; I-26 EB: at I126-Columbia, unknown lns clsd, Ocrd: 2:49PM.| 2:51P",official,SCDOTMidlands
2016-10-12 17:59:18+00:00,,,786264998968430592,"CLEARED: Obstruction on roadway; I-77 SB, at Exit46.| 1:59P",official,SCDOTMidlands
2016-10-12 17:56:47+00:00,,,786264367306268673,"Update: Obstruction on roadway; I-77 SB: at Exit46, unknown lns clsd, Ocrd: 12:55PM, Exp clr: 1:56PM.| 1:56P",official,SCDOTMidlands
2016-10-12 17:19:16+00:00,,,786254922576781312,"Update: Obstruction on roadway; I-77 SB: at Exit46, unknown lns clsd, Ocrd: 12:55PM.| 1:19P",official,SCDOTMidlands
2016-10-12 17:09:14+00:00,,,786252401045110784,"CLEARED: Vehicle on fire; I-20 WB, 1 mi W of Exit63.| 1:09P",official,SCDOTMidlands
2016-10-12 16:59:14+00:00,,,786249881816006656,"Traf congestion; I-77 SB: at Exit46, no lns clsd, From: 12:55PM.| 12:59P",official,SCDOTMidlands
2016-10-12 16:59:13+00:00,,,786249880222175232,"Update: Vehicle on fire; I-20 WB: 1 mi W of Exit63, no lns clsd, Ocrd: 11:47AM, Exp clr: 12:57PM.| 12:59P",official,SCDOTMidlands
2016-10-12 16:41:42+00:00,,,786245469756416000,"Update: Vehicle on fire; I-20 WB: 1 mi W of Exit63, no lns clsd, Ocrd: 11:47AM.| 12:41P",official,SCDOTMidlands
2016-10-12 16:19:21+00:00,,,786239845366697984,"CLEARED: Traf congestion; I-20 EB, 1 mi W of Exit63.| 12:19P",official,SCDOTMidlands
2016-10-12 16:14:20+00:00,,,786238584810536960,"Update: Traf congestion; I-20 EB: 1 mi W of Exit63, no lns clsd, From: 11:49AM, Exp clr: 12:13PM.| 12:14P",official,SCDOTMidlands
2016-10-12 16:01:50+00:00,,,786235435945189376,"Update: Vehicle on fire; I-20 WB: 1 mi W of Exit63, rht ln clsd, Ocrd: 11:47AM.| 12:01P",official,SCDOTMidlands
2016-10-12 15:54:19+00:00,,,786233545354256388,"Traf congestion; I-20 EB: 1 mi W of Exit63, no lns clsd, From: 11:49AM.| 11:54A",official,SCDOTMidlands
2016-10-12 15:51:48+00:00,,,786232914430271488,"Update: Vehicle on fire; I-20 WB: 1 mi W of Exit63, all lns blkd, Ocrd: 11:47AM.| 11:51A",official,SCDOTMidlands
2016-10-12 15:49:18+00:00,,,786232283292401664,"Accident; I-20 WB: 1 mi W of Exit63, all lns blkd, Ocrd: 11:47AM.| 11:49A",official,SCDOTMidlands
2016-10-12 15:09:16+00:00,,,786222210063138816,"CLEARED: Traf congestion; I-77 SB, btwn Exit16 & Exit12.| 11:09A",official,SCDOTMidlands
2016-10-12 15:04:15+00:00,,,786220947959345152,"Update: Traf congestion; I-77 SB: btwn Exit16 & Exit12, no lns clsd, From: 7:25AM, Exp clr: 11:02AM.| 11:04A",official,SCDOTMidlands
2016-10-12 14:06:51+00:00,,,786206501161623552,"CLEARED: Construction; I-20 WB, btwn Exit61 & 1 mi E of Exit58.| 10:06A",official,SCDOTMidlands
2016-10-12 13:34:20+00:00,,,786198317143355394,"CLEARED: Accident; I-77 SB, at Exit12.| 9:34A",official,SCDOTMidlands
2016-10-12 13:14:18+00:00,,,786193274390339584,"Update: Accident; I-77 SB: at Exit12, no lns clsd, Ocrd: 8:51AM.| 9:14A",official,SCDOTMidlands
2016-10-12 13:09:15+00:00,,,786192007165276160,"Update: Accident; I-77 SB: at Exit12, rht ln clsd, Ocrd: 8:51AM.| 9:09A",official,SCDOTMidlands
2016-10-12 13:04:15+00:00,,,786190746453938176,"Update: Accident; I-77 SB: at Exit12, 2 rht lns clsd, Ocrd: 8:51AM.| 9:04A",official,SCDOTMidlands
2016-10-12 12:54:14+00:00,,,786188226897772544,"Accident; I-77 SB: at Exit12, rht ln clsd, Ocrd: 8:51AM.| 8:54A",official,SCDOTMidlands
2016-10-12 12:54:14+00:00,,,786188225354330112,"CLEARED: Accident; I-26 WB, at Exit107A.| 8:54A",official,SCDOTMidlands
2016-10-12 12:49:13+00:00,,,786186965053997056,"Update: Accident; I-26 WB: at Exit107A, no lns clsd, Ocrd: 7:06AM, Exp clr: 8:47AM.| 8:49A",official,SCDOTMidlands
2016-10-12 11:36:48+00:00,,,786168740941598720,"Update: Accident; I-26 WB: at Exit107A, no lns clsd, Ocrd: 7:06AM.| 7:36A",official,SCDOTMidlands
2016-10-12 11:29:18+00:00,,,786166851080482821,"Traf congestion; I-77 SB: btwn Exit16 & Exit12, no lns clsd, From: 7:25AM.| 7:29A",official,SCDOTMidlands
2016-10-12 11:16:46+00:00,,,786163699312713728,"Update: Accident; I-26 WB: at Exit107A, all lns blkd, Ocrd: 7:06AM.| 7:16A",official,SCDOTMidlands
2016-10-12 11:11:45+00:00,,,786162437116616705,"Update: Accident; I-26 WB: at Exit107A, 2 lft lns clsd, Ocrd: 7:06AM.| 7:11A",official,SCDOTMidlands
2016-10-12 11:11:45+00:00,,,786162435459801088,"CLEARED: Accident; I-20 WB, 1 mi W of Exit61.| 7:11A",official,SCDOTMidlands
2016-10-12 11:09:14+00:00,,,786161804225417216,"Accident; I-26 WB: at Exit107A, lft ln clsd, Ocrd: 7:06AM.| 7:09A",official,SCDOTMidlands
2016-10-12 11:06:44+00:00,,,786161173276332032,"Update: Accident; I-20 WB: 1 mi W of Exit61, lft ln clsd, Ocrd: 6:55AM, Exp clr: 7:04AM.| 7:06A",official,SCDOTMidlands
2016-10-12 10:59:13+00:00,,,786159283478069248,"Accident; I-20 WB: 1 mi W of Exit61, lft ln clsd, Ocrd: 6:55AM.| 6:59A",official,SCDOTMidlands
2016-10-12 10:06:50+00:00,,,786146098729680896,"CLEARED: Construction; I-26 WB, btwn 1 mi E of Exit125 & 1 mi W of Exit125.| 6:06A",official,SCDOTMidlands
2016-10-12 10:06:50+00:00,,,786146097148354560,"CLEARED: Construction; I-26 WB, btwn Exit115 & 1 mi W of Exit115.| 6:06A",official,SCDOTMidlands
2016-10-12 10:06:49+00:00,,,786146095642578944,"CLEARED: Construction; I-77 NB, btwn I26-Cayce & Exit2.| 6:06A",official,SCDOTMidlands
2016-10-12 09:06:45+00:00,,,786130976661499905,"CLEARED: Construction; I-77 NB, btwn 1 mi S of Exit19 & 1 mi N of Exit19.| 5:06A",official,SCDOTMidlands
2016-10-12 08:41:43+00:00,,,786124676875620352,"Update: Construction; I-77 NB: btwn 1 mi S of Exit19 & 1 mi N of Exit19, rht ln clsd, Began: 9:43PM, Sch end: 5AM.| 4:41A",official,SCDOTMidlands
2016-10-12 05:54:16+00:00,,,786082537236037633,"CLEARED: Accident; I-20 WB, at Exit61.| 1:54A",official,SCDOTMidlands
2016-10-12 05:49:15+00:00,,,786081276906307584,"Update: Accident; I-20 WB: at Exit61, 2 lft lns clsd, Ocrd: 1:31AM, Exp clr: 1:46AM.| 1:49A",official,SCDOTMidlands
2016-10-12 05:39:15+00:00,,,786078757652164608,"Update: Accident; I-20 WB: at Exit61, 2 lft lns clsd, Ocrd: 1:31AM.| 1:39A",official,SCDOTMidlands
2016-10-12 05:36:44+00:00,,,786078124421345280,"Accident; I-20 WB: at Exit61, 2 rht lns clsd, Ocrd: 1:31AM.| 1:36A",official,SCDOTMidlands
2016-10-12 01:46:45+00:00,,,786020248113807360,"Construction; I-77 NB: btwn 1 mi S of Exit19 & 1 mi N of Exit19, rht ln clsd, Began: 9:43PM, Sch end: 10/12 6AM.| 9:46P",official,SCDOTMidlands
2016-10-12 01:29:14+00:00,,,786015839816417280,"CLEARED: Accident; I-20 WB, at Exit61.| 9:29P",official,SCDOTMidlands
2016-10-12 01:21:43+00:00,,,786013949909229568,"Update: Accident; I-20 WB: at Exit61, all lns blkd, Ocrd: 8:39PM, Exp clr: 9:21PM.| 9:21P",official,SCDOTMidlands
2016-10-12 01:21:43+00:00,,,786013948172759044,"Construction; I-20 WB: btwn Exit61 & 1 mi E of Exit58, rht ln clsd, Began: 7:31PM, Sch end: 10/12 10AM.| 9:21P",official,SCDOTMidlands
2016-10-12 01:19:12+00:00,,,786013316699262976,"Update: Accident; I-20 WB: at Exit61, no lns clsd, Ocrd: 8:39PM.| 9:19P",official,SCDOTMidlands
2016-10-12 00:54:20+00:00,,,786007057631764480,"CLEARED: Construction; I-20 WB, btwn Exit61 & 1 mi E of Exit58.| 8:54P",official,SCDOTMidlands
2016-10-12 00:44:19+00:00,,,786004538289520640,"Update: Accident; I-20 WB: at Exit61, all lns blkd, Ocrd: 8:39PM.| 8:44P",official,SCDOTMidlands
2016-10-12 00:41:49+00:00,,,786003907193495552,"Accident; I-20 WB: at Exit61, 2 rht lns clsd, Ocrd: 8:39PM.| 8:41P",official,SCDOTMidlands
2016-10-11 23:49:17+00:00,,,785990687917498369,"Update: Construction; I-20 WB: btwn Exit61 & 1 mi E of Exit58, rht ln clsd, Began: 7:31PM, Sch end: 10/12 10AM.| 7:49P",official,SCDOTMidlands
2016-10-11 23:44:17+00:00,,,785989427525017600,"Construction; I-20 WB: btwn Exit61 & 1 mi E of Exit58, rht ln clsd, Began: 7:31PM, Sch end: 10/12 6AM.| 7:44P",official,SCDOTMidlands
2016-10-11 23:44:16+00:00,,,785989425998262272,"Construction; I-26 WB: btwn 1 mi E of Exit125 & 1 mi W of Exit125, 2 rht lns clsd, Began: 7:35PM, Sch end: 10/12 6AM.| 7:44P",official,SCDOTMidlands
2016-10-11 23:44:16+00:00,,,785989424379203584,"Construction; I-26 WB: btwn Exit115 & 1 mi W of Exit115, 2 lft lns clsd, Began: 7:36PM, Sch end: 10/12 6AM.| 7:44P",official,SCDOTMidlands
2016-10-11 22:59:12+00:00,,,785978084415512576,"Construction; I-77 NB: btwn I26-Cayce & Exit2, rht ln clsd, Began: 6:48PM, Sch end: 10/12 6AM.| 6:59P",official,SCDOTMidlands
2016-10-11 20:59:17+00:00,,,785947904460595200,"CLEARED: Accident; I-26 EB, at Exit129.| 4:59P",official,SCDOTMidlands
