date,text,type,username,tweet,state,road_closure,modified_text,location
2016-10-08 05:18:25+00:00,update  weather event in nassau on sr-200 west at kingsley creek all lanes blocked ,official,fl511_northeast,UPDATE  Weather event in Nassau on SR-200 west at Kingsley Creek all lanes blocked ,Florida,1,At Update  Weather Event At Nassau At Sr-200 West At Kingsley Creek All Lanes Blocked ,{'Kingsley Creek All Lanes'}
2016-10-08 05:18:24+00:00,update  weather event in nassau on sr-200 east at kingsley creek all lanes blocked ,official,fl511_northeast,UPDATE  Weather event in Nassau on SR-200 east at Kingsley Creek all lanes blocked ,Florida,1,At Update  Weather Event At Nassau At Sr-200 East At Kingsley Creek All Lanes Blocked ,{'Kingsley Creek'}
2016-10-08 05:18:24+00:00,update  weather event in duval on sr-202   butler blvd east at intracoastal all lanes blocked ,official,fl511_northeast,UPDATE  Weather event in Duval on SR-202   Butler Blvd east at Intracoastal all lanes blocked ,Florida,1,At Update  Weather Event At Duval At Sr-202   Butler Blvd East At Intracoastal All Lanes Blocked ,{'Blvd East'}
2016-10-08 05:18:24+00:00,update  weather event in duval on sr-202   butler blvd west at intracoastal all lanes blocked ,official,fl511_northeast,UPDATE  Weather event in Duval on SR-202   Butler Blvd west at Intracoastal all lanes blocked ,Florida,1,At Update  Weather Event At Duval At Sr-202   Butler Blvd West At Intracoastal All Lanes Blocked ,{'Blvd West'}
2016-10-08 05:18:23+00:00,update  weather event in duval on wonderwood bridge west at intracoastal all lanes blocked ,official,fl511_northeast,UPDATE  Weather event in Duval on Wonderwood Bridge west at Intracoastal all lanes blocked ,Florida,1,At Update  Weather Event At Duval At Wonderwood Bridge West At Intracoastal All Lanes Blocked ,{'Wonderwood Bridge West'}
2016-10-08 05:18:23+00:00,update  weather event in duval on wonderwood bridge east at intracoastal all lanes blocked ,official,fl511_northeast,UPDATE  Weather event in Duval on Wonderwood Bridge east at Intracoastal all lanes blocked ,Florida,1,At Update  Weather Event At Duval At Wonderwood Bridge East At Intracoastal All Lanes Blocked ,{'Wonderwood Bridge'}
2016-10-08 05:18:22+00:00,update  weather event in duval on us-90   beach blvd west at intracoastal all lanes blocked ,official,fl511_northeast,UPDATE  Weather event in Duval on US-90   Beach Blvd west at Intracoastal all lanes blocked ,Florida,1,At Update  Weather Event At Duval At Us-90   Beach Blvd West At Intracoastal All Lanes Blocked ,{'  Beach Blvd West'}
2016-10-08 05:18:22+00:00,update  weather event in duval on us-90   beach blvd east at intracoastal all lanes blocked ,official,fl511_northeast,UPDATE  Weather event in Duval on US-90   Beach Blvd east at Intracoastal all lanes blocked ,Florida,1,At Update  Weather Event At Duval At Us-90   Beach Blvd East At Intracoastal All Lanes Blocked ,{'  Beach Blvd East'}
2016-10-08 05:13:03+00:00,update  weather event in duval on sr-10   atlantic blvd west at intracoastal all lanes blocked ,official,fl511_northeast,UPDATE  Weather event in Duval on SR-10   Atlantic Blvd west at Intracoastal all lanes blocked ,Florida,1,At Update  Weather Event At Duval At Sr-10   Atlantic Blvd West At Intracoastal All Lanes Blocked ,{'  Atlantic Blvd West'}
2016-10-08 05:13:03+00:00,update  weather event in duval on sr-10   atlantic blvd east at intracoastal all lanes blocked ,official,fl511_northeast,UPDATE  Weather event in Duval on SR-10   Atlantic Blvd east at Intracoastal all lanes blocked ,Florida,1,At Update  Weather Event At Duval At Sr-10   Atlantic Blvd East At Intracoastal All Lanes Blocked ,{'  Atlantic Blvd East'}
2016-10-08 05:13:02+00:00,update  weather event in duval on i-295 e south at dames point all lanes blocked ,official,fl511_northeast,UPDATE  Weather event in Duval on I-295 E south at Dames Point all lanes blocked ,Florida,1,At Update  Weather Event At Duval At Interstate 295 East South At Dames Point All Lanes Blocked ,"{'Interstate 295 East South', 'Dames Point'}"
2016-10-08 05:13:02+00:00,update  weather event in duval on i-295 e north at dames point all lanes blocked ,official,fl511_northeast,UPDATE  Weather event in Duval on I-295 E north at Dames Point all lanes blocked ,Florida,1,At Update  Weather Event At Duval At Interstate 295 East North At Dames Point All Lanes Blocked ,"{'Dames Point', 'Interstate'}"
2016-10-08 04:33:01+00:00,callahan  us-1 at sikes rd has all lanes in both directions blocked due to a crash  please use caution and seek an alternate route ,official,fl511_northeast,CALLAHAN  US-1 AT SIKES RD HAS ALL LANES IN BOTH DIRECTIONS BLOCKED DUE TO A CRASH  PLEASE USE CAUTION AND SEEK AN ALTERNATE ROUTE ,Florida,1,At Callahan  Us-1 At Sikes Rd Has All Lanes In Both Directions Blocked Due To A Crash  Please Use Caution And Seek An Alternate Route ,
2016-10-08 04:23:01+00:00,jacksonville  all intracoastal waterway bridges are closed due to severe weather  please use caution ,official,fl511_northeast,JACKSONVILLE  ALL INTRACOASTAL WATERWAY BRIDGES ARE CLOSED DUE TO SEVERE WEATHER  PLEASE USE CAUTION ,Florida,1,At Jacksonville  All Intracoastal Waterway Bridges Are Closed Due To Severe Weather  Please Use Caution ,{'Jacksonville'}
2016-10-08 03:33:06+00:00,update  object on roadway in duval on i-295 w north at exit 12 blanding blvd right lane blocked ,official,fl511_northeast,UPDATE  Object on roadway in Duval on I-295 W north at Exit 12 Blanding Blvd right lane blocked ,Florida,1,At Update  Object At Roadway At Duval At Interstate 295 West North At Exit 12 Blanding Blvd Right Lane Blocked ,"{'West North', 'Exit 12 Blanding Blvd Right Lane', 'Interstate'}"
2016-10-08 03:24:17+00:00,jacksonville  the dames point bridge is closed in both directions due to severe weather  please use caution ,official,fl511_northeast,JACKSONVILLE  THE DAMES POINT BRIDGE IS CLOSED IN BOTH DIRECTIONS DUE TO SEVERE WEATHER  PLEASE USE CAUTION ,Florida,1,At Jacksonville  The Dames Point Bridge Is Closed In Both Directions Due To Severe Weather  Please Use Caution ,{'Jacksonville'}
2016-10-08 03:23:23+00:00,amelia island  the thomas j  shave jr  bridge on sr-200 at kingsley creek is closed in both directions due to severe weather  use    ,official,fl511_northeast,AMELIA ISLAND  THE THOMAS J  SHAVE JR  BRIDGE ON SR-200 AT KINGSLEY CREEK IS CLOSED IN BOTH DIRECTIONS DUE TO SEVERE WEATHER  USE    ,Florida,1,At Amelia Island  The Thomas J  Shave Jr  Bridge On Sr-200 At Kingsley Creek Is Closed In Both Directions Due To Severe Weather  Use    ,"{'Kingsley Creek', 'Amelia Island'}"
2016-10-08 02:08:02+00:00,in duval county sr-a1a is closed south of butler blvd   sr-202 due to severe weather and flooding  please seek an alternate route ,official,fl511_northeast,IN DUVAL COUNTY SR-A1A IS CLOSED SOUTH OF BUTLER BLVD   SR-202 DUE TO SEVERE WEATHER AND FLOODING  PLEASE SEEK AN ALTERNATE ROUTE ,Florida,1,At In Duval County Sr-A1A Is Closed South Of Butler Blvd   Sr-202 Due To Severe Weather And Flooding  Please Seek An Alternate Route ,{'Duval County Sr-A1A'}
2016-10-08 02:08:00+00:00,update  object on roadway in duval on i-295 w north at exit 12 blanding blvd right lane blocked ,official,fl511_northeast,UPDATE  Object on roadway in Duval on I-295 W north at Exit 12 Blanding Blvd right lane blocked ,Florida,1,At Update  Object At Roadway At Duval At Interstate 295 West North At Exit 12 Blanding Blvd Right Lane Blocked ,"{'West North', 'Exit 12 Blanding Blvd Right Lane', 'Interstate'}"
2016-10-08 01:58:01+00:00,new  unconfirmed object on roadway in duval on i-95 north ramp to exit 341 baymeadows right lane blocked ,official,fl511_northeast,NEW  Unconfirmed object on roadway in Duval on I-95 north ramp to Exit 341 Baymeadows right lane blocked ,Florida,1,At New  Unconfirmed Object At Roadway At Duval At Interstate 95 North Ramp To Exit 341 Baymeadows Right Lane Blocked ,"{'Interstate 95 North Ramp', 'Right Lane'}"
2016-10-08 00:48:01+00:00,new  object on roadway in duval on i-295 w north at exit 12 blanding blvd right lane blocked ,official,fl511_northeast,NEW  Object on roadway in Duval on I-295 W north at Exit 12 Blanding Blvd right lane blocked ,Florida,1,At New  Object At Roadway At Duval At Interstate 295 West North At Exit 12 Blanding Blvd Right Lane Blocked ,"{'West North', 'Exit 12 Blanding Blvd Right Lane', 'Interstate'}"
2016-10-07 23:53:02+00:00,new  unconfirmed traffic congestion in duval on i-295 w south from exit 30 dunn ave to at exit 28 new kings rd ,official,fl511_northeast,NEW  Unconfirmed traffic congestion in Duval on I-295 W south from Exit 30 Dunn Ave to at Exit 28 New Kings Rd ,Florida,1,At New  Unconfirmed Traffic Congestion At Duval At Interstate 295 West South From Exit 30 Dunn Ave To At Exit 28 New Kings Rd ,"{'New Kings Rd', 'Exit 30', 'Exit 28', 'Interstate 295 West South'}"
2016-10-07 23:43:11+00:00,update  object on roadway in duval on i-10 east before mcduff all lanes blocked ,official,fl511_northeast,UPDATE  Object on roadway in Duval on I-10 east before Mcduff all lanes blocked ,Florida,1,At Update  Object At Roadway At Duval At Interstate 10 East Before Mcduff All Lanes Blocked ,{'Interstate 10 East'}
2016-10-07 23:33:03+00:00,new  object on roadway in duval on i-10 east before mcduff all lanes blocked ,official,fl511_northeast,NEW  Object on roadway in Duval on I-10 east before Mcduff all lanes blocked ,Florida,1,At New  Object At Roadway At Duval At Interstate 10 East Before Mcduff All Lanes Blocked ,{'Interstate 10 East'}
2016-10-07 23:28:01+00:00,new  unconfirmed traffic congestion in duval on i-10 east from beyond cassat to at lenox ave ,official,fl511_northeast,NEW  Unconfirmed traffic congestion in Duval on I-10 east from beyond Cassat to at Lenox Ave ,Florida,1,At New  Unconfirmed Traffic Congestion At Duval At Interstate 10 East From Beyond Cassat To At Lenox Ave ,"{'Lenox Ave', 'Interstate 10 East'}"
